province_code,year_be,has_actual_data,generated_ton_day,recycled_ton_day,disposed_correct_ton_day,disposed_incorrect_ton_day,residual_ton,pct_recycled,pct_disposed_correct,pct_disposed_incorrect,generated_million_ton_yr,recycled_million_ton_yr,disposed_correct_million_ton_yr,disposed_incorrect_million_ton_yr,residual_million_ton_yr
54,2564,True,637.0,209.0,113.0,315.0,32000.0,32.81,17.74,49.45,0.23,0.08,0.04,0.11,0.03
30,2564,True,595.0,280.0,0.0,315.0,209913.0,47.06,0.0,52.94,0.22,0.1,,0.11,0.21
42,2564,True,426.0,121.0,0.0,305.0,9005.0,28.4,0.0,71.6,0.16,0.04,,0.11,0.0
46,2564,True,206.0,69.0,25.0,112.0,0.0,33.5,12.14,54.37,0.08,0.03,0.01,0.04,
64,2565,True,495.0,181.0,130.0,184.0,58280.0,36.57,26.26,37.17,,,,,
1,2565,True,12890.0,3840.0,9050.0,0.0,0.0,29.79,70.21,0.0,,,,,
56,2565,True,657.0,257.0,110.0,290.0,109475.0,39.12,16.74,44.14,,,,,
34,2565,True,735.0,280.0,110.0,345.0,90050.0,38.1,14.97,46.94,,,,,
49,2565,True,514.0,270.0,132.0,112.0,20000.0,52.53,25.68,21.79,,,,,
28,2565,True,1348.0,390.0,594.0,364.0,618640.0,28.93,44.07,27.0,,,,,
13,2565,True,540.0,120.0,44.0,376.0,659000.0,22.22,8.15,69.63,,,,,
15,2565,True,704.0,130.0,320.0,254.0,108300.0,18.47,45.45,36.08,,,,,
11,2565,True,3107.0,250.0,2370.0,487.0,470550.0,8.05,76.28,15.67,,,,,
9,2565,True,333.0,180.0,80.0,73.0,10620.0,54.05,24.02,21.92,,,,,
25,2565,True,880.0,450.0,0.0,430.0,29400.0,51.14,0.0,48.86,,,,,
69,2565,True,446.0,200.0,60.0,186.0,69500.0,44.84,13.45,41.7,,,,,
72,2565,True,450.0,167.0,123.0,160.0,43900.0,37.11,27.33,35.56,,,,,
14,2565,True,191.0,40.0,75.0,76.0,36500.0,20.94,39.27,39.79,,,,,
50,2565,True,773.0,444.0,130.0,199.0,0.0,57.44,16.82,25.74,,,,,
17,2565,True,243.0,65.0,30.0,148.0,19440.0,26.75,12.35,60.91,,,,,
58,2565,True,1144.0,120.0,630.0,394.0,151675.0,10.49,55.07,34.44,,,,,
36,2565,True,650.0,457.0,50.0,143.0,4650.0,70.31,7.69,22.0,,,,,
19,2565,True,2228.0,1000.0,580.0,648.0,160200.0,44.88,26.03,29.08,,,,,
63,2565,True,1402.0,700.0,26.0,676.0,1346950.0,49.93,1.85,48.22,,,,,
47,2565,True,836.0,390.0,304.0,142.0,19120.0,46.65,36.36,16.99,,,,,
3,2565,True,2012.0,465.0,1547.0,0.0,0.0,23.11,76.89,0.0,,,,,
76,2565,True,725.0,380.0,110.0,235.0,66550.0,52.41,15.17,32.41,,,,,
43,2565,True,258.0,140.0,60.0,58.0,0.0,54.26,23.26,22.48,,,,,
77,2565,True,323.0,170.0,85.0,68.0,0.0,52.63,26.32,21.05,,,,,
20,2565,True,1072.0,500.0,110.0,462.0,9170.0,46.64,10.26,43.1,,,,,
4,2565,True,1950.0,350.0,605.0,995.0,131760.0,17.95,31.03,51.03,,,,,
62,2565,True,612.0,200.0,209.0,203.0,22200.0,32.68,34.15,33.17,,,,,
16,2565,True,448.0,90.0,0.0,358.0,222900.0,20.09,0.0,79.91,,,,,
74,2565,True,366.0,130.0,125.0,111.0,6560.0,35.52,34.15,30.33,,,,,
5,2565,True,1100.0,190.0,580.0,330.0,416630.0,17.27,52.73,30.0,,,,,
44,2565,True,267.0,160.0,24.0,83.0,12910.0,59.93,8.99,31.09,,,,,
65,2565,True,286.0,97.0,37.0,152.0,118300.0,33.92,12.94,53.15,,,,,
73,2565,True,448.0,220.0,0.0,228.0,70950.0,49.11,0.0,50.89,,,,,
53,2565,True,336.0,165.0,72.0,99.0,9645.0,49.11,21.43,29.46,,,,,
52,2565,True,846.0,504.0,260.0,82.0,0.0,59.57,30.73,9.69,,,,,
66,2565,True,742.0,74.0,668.0,0.0,0.0,9.97,90.03,0.0,,,,,
32,2565,True,589.0,330.0,45.0,214.0,482100.0,56.03,7.64,36.33,,,,,
37,2565,True,260.0,142.0,0.0,118.0,294150.0,54.62,0.0,45.38,,,,,
75,2565,True,350.0,113.0,200.0,37.0,0.0,32.29,57.14,10.57,,,,,
24,2565,True,417.0,278.0,67.0,72.0,350.0,66.67,16.07,17.27,,,,,
68,2565,True,232.0,140.0,0.0,92.0,15900.0,60.34,0.0,39.66,,,,,
12,2565,True,1140.0,200.0,838.0,102.0,0.0,17.54,73.51,8.95,,,,,
55,2565,True,798.0,280.0,410.0,108.0,28660.0,35.09,51.38,13.53,,,,,
33,2565,True,981.0,550.0,100.0,331.0,37080.0,56.07,10.19,33.74,,,,,
7,2565,True,795.0,210.0,0.0,585.0,310060.0,26.42,0.0,73.58,,,,,
40,2565,True,447.0,145.0,225.0,77.0,0.0,32.44,50.34,17.23,,,,,
39,2565,True,296.0,140.0,50.0,106.0,0.0,47.3,16.89,35.81,,,,,
22,2565,True,601.0,220.0,152.0,229.0,1000.0,36.61,25.29,38.1,,,,,
35,2565,True,843.0,500.0,130.0,213.0,4470.0,59.31,15.42,25.27,,,,,
70,2565,True,1207.0,320.0,730.0,157.0,141870.0,26.51,60.48,13.01,,,,,
71,2565,True,320.0,166.0,93.0,61.0,150.0,51.88,29.06,19.06,,,,,
2,2565,True,3120.0,290.0,300.0,2530.0,1930000.0,9.29,9.62,81.09,,,,,
60,2565,True,190.0,54.0,126.0,10.0,0.0,28.42,66.32,5.26,,,,,
59,2565,True,908.0,150.0,748.0,10.0,15020.0,16.52,82.38,1.1,,,,,
10,2565,True,647.0,120.0,300.0,227.0,236160.0,18.55,46.37,35.09,,,,,
18,2565,True,435.0,180.0,0.0,255.0,176755.0,41.38,0.0,58.62,,,,,
8,2565,True,186.0,45.0,64.0,77.0,7100.0,24.19,34.41,41.4,,,,,
57,2565,True,786.0,350.0,118.0,318.0,81450.0,44.53,15.01,40.46,,,,,
67,2565,True,1215.0,550.0,0.0,665.0,69800.0,45.27,0.0,54.73,,,,,
21,2565,True,1170.0,750.0,60.0,360.0,940.0,64.1,5.13,30.77,,,,,
51,2565,True,560.0,383.0,123.0,54.0,60000.0,68.39,21.96,9.64,,,,,
31,2565,True,485.0,200.0,130.0,155.0,7400.0,41.24,26.8,31.96,,,,,
27,2565,True,285.0,125.0,55.0,105.0,124000.0,43.86,19.3,36.84,,,,,
26,2565,True,363.0,112.0,0.0,251.0,110500.0,30.85,0.0,69.15,,,,,
29,2565,True,1368.0,600.0,405.0,363.0,1570.0,43.86,29.61,26.54,,,,,
41,2565,True,423.0,260.0,86.0,77.0,0.0,61.47,20.33,18.2,,,,,
48,2565,True,243.0,130.0,60.0,53.0,1000.0,53.5,24.69,21.81,,,,,
23,2565,True,1654.0,954.0,500.0,200.0,8000.0,57.68,30.23,12.09,,,,,
6,2565,True,175.0,50.0,0.0,125.0,200000.0,28.57,0.0,71.43,,,,,
45,2565,True,930.0,300.0,160.0,470.0,35000.0,32.26,17.2,50.54,,,,,
38,2565,True,1445.0,359.0,810.0,276.0,450.0,24.84,56.06,19.1,,,,,
61,2565,True,454.0,76.0,220.0,158.0,112050.0,16.74,48.46,34.8,,,,,
54,2565,True,587.0,225.0,124.0,238.0,31000.0,38.33,21.12,40.55,,,,,
30,2565,True,630.0,250.0,0.0,380.0,259960.0,39.68,0.0,60.32,,,,,
42,2565,True,324.0,140.0,0.0,184.0,545.0,43.21,0.0,56.79,0.12,0.05,0.0,0.07,0.0
46,2565,True,195.0,50.0,20.0,125.0,0.0,25.64,10.26,64.1,,,,,
64,2566,True,523.0,170.0,150.0,203.0,61736.0,32.5,28.68,38.81,0.19,0.06,0.05,0.07,0.06
1,2566,True,12748.0,3940.0,8808.0,0.0,0.0,30.91,69.09,0.0,4.65,1.44,3.21,0.0,0.0
56,2566,True,698.0,317.0,204.0,177.0,126518.0,45.42,29.23,25.36,0.25,0.12,0.07,0.06,0.13
34,2566,True,670.0,250.0,110.0,310.0,99358.0,37.31,16.42,46.27,0.24,0.09,0.04,0.11,0.1
49,2566,True,463.0,220.0,131.0,112.0,23565.0,47.52,28.29,24.19,0.17,0.08,0.05,0.04,0.02
28,2566,True,1402.0,400.0,560.0,442.0,68859.0,28.53,39.94,31.53,0.51,0.15,0.2,0.16,0.07
13,2566,True,527.0,114.0,105.0,308.0,70795.0,21.63,19.92,58.44,0.19,0.04,0.04,0.11,0.07
15,2566,True,683.0,160.0,315.0,208.0,116975.0,23.43,46.12,30.45,0.25,0.06,0.11,0.08,0.12
11,2566,True,3374.0,230.0,2333.0,811.0,205980.0,6.82,69.15,24.04,1.23,0.08,0.85,0.3,0.21
9,2566,True,332.0,150.0,77.0,105.0,22440.0,45.18,23.19,31.63,0.12,0.05,0.03,0.04,0.02
25,2566,True,1028.0,530.0,19.0,479.0,73110.0,51.56,1.85,46.6,0.38,0.19,0.01,0.17,0.07
69,2566,True,507.0,230.0,51.0,226.0,89460.0,45.36,10.06,44.58,0.19,0.08,0.02,0.08,0.09
72,2566,True,515.0,180.0,114.0,221.0,20076.0,34.95,22.14,42.91,0.19,0.07,0.04,0.08,0.02
14,2566,True,206.0,50.0,82.0,74.0,42100.0,24.27,39.81,35.92,0.08,0.02,0.03,0.03,0.04
50,2566,True,653.0,379.0,172.0,102.0,0.0,58.04,26.34,15.62,0.24,0.14,0.06,0.04,0.0
17,2566,True,242.0,117.0,10.0,115.0,21545.0,48.35,4.13,47.52,0.09,0.04,0.0,0.04,0.02
58,2566,True,1239.0,200.0,615.0,424.0,155637.0,16.14,49.64,34.22,0.45,0.07,0.22,0.15,0.16
36,2566,True,663.0,400.0,55.0,208.0,10630.0,60.33,8.3,31.37,0.24,0.15,0.02,0.08,0.01
19,2566,True,2588.0,1053.0,678.0,857.0,558240.0,40.69,26.2,33.11,0.94,0.38,0.25,0.31,0.56
63,2566,True,1163.0,476.0,33.0,654.0,1419701.0,40.93,2.84,56.23,0.42,0.17,0.01,0.24,1.42
47,2566,True,897.0,395.0,355.0,147.0,32258.0,44.04,39.58,16.39,0.33,0.14,0.13,0.05,0.03
3,2566,True,2065.0,465.0,1600.0,0.0,0.0,22.52,77.48,0.0,0.75,0.17,0.58,0.0,0.0
76,2566,True,772.0,404.0,112.0,256.0,32534.0,52.33,14.51,33.16,0.28,0.15,0.04,0.09,0.03
43,2566,True,260.0,139.0,60.0,61.0,305.0,53.46,23.08,23.46,0.09,0.05,0.02,0.02,0.0
77,2566,True,318.0,173.0,65.0,80.0,15618.0,54.4,20.44,25.16,0.12,0.06,0.02,0.03,0.02
20,2566,True,1314.0,597.0,107.0,610.0,12265.0,45.43,8.14,46.42,0.48,0.22,0.04,0.22,0.01
4,2566,True,2060.0,590.0,620.0,850.0,52645.0,28.64,30.1,41.26,0.75,0.22,0.23,0.31,0.05
62,2566,True,616.0,200.0,258.0,158.0,24784.0,32.47,41.88,25.65,0.22,0.07,0.09,0.06,0.02
16,2566,True,451.0,100.0,0.0,351.0,256040.0,22.17,0.0,77.83,0.16,0.04,0.0,0.13,0.26
74,2566,True,693.0,362.0,125.0,206.0,6194.0,52.24,18.04,29.73,0.25,0.13,0.05,0.08,0.01
5,2566,True,1200.0,280.0,262.0,658.0,551582.0,23.33,21.83,54.83,0.44,0.1,0.1,0.24,0.55
44,2566,True,271.0,138.0,30.0,103.0,9275.0,50.92,11.07,38.01,0.1,0.05,0.01,0.04,0.01
65,2566,True,301.0,83.0,76.0,142.0,131800.0,27.57,25.25,47.18,0.11,0.03,0.03,0.05,0.13
73,2566,True,455.0,230.0,0.0,225.0,74316.0,50.55,0.0,49.45,0.17,0.08,0.0,0.08,0.07
53,2566,True,344.0,170.0,69.0,105.0,17130.0,49.42,20.06,30.52,0.13,0.06,0.03,0.04,0.02
52,2566,True,857.0,512.0,251.0,94.0,0.0,59.74,29.29,10.97,0.31,0.19,0.09,0.03,0.0
66,2566,True,961.0,93.0,868.0,0.0,0.0,9.68,90.32,0.0,0.35,0.03,0.32,0.0,0.0
32,2566,True,613.0,350.0,0.0,263.0,551316.0,57.1,0.0,42.9,0.22,0.13,0.0,0.1,0.55
37,2566,True,287.0,171.0,0.0,116.0,292243.0,59.58,0.0,40.42,0.1,0.06,0.0,0.04,0.29
75,2566,True,350.0,135.0,198.0,17.0,0.0,38.57,56.57,4.86,0.13,0.05,0.07,0.01,0.0
24,2566,True,436.0,219.0,76.0,141.0,168.0,50.23,17.43,32.34,0.16,0.08,0.03,0.05,0.0
68,2566,True,236.0,100.0,0.0,136.0,29039.0,42.37,0.0,57.63,0.09,0.04,0.0,0.05,0.03
12,2566,True,1370.0,250.0,1023.0,97.0,0.0,18.25,74.67,7.08,0.5,0.09,0.37,0.04,0.0
55,2566,True,773.0,266.0,412.0,95.0,83441.0,34.41,53.3,12.29,0.28,0.1,0.15,0.03,0.08
33,2566,True,985.0,590.0,90.0,305.0,46138.0,59.9,9.14,30.96,0.36,0.22,0.03,0.11,0.05
7,2566,True,794.0,200.0,0.0,594.0,246592.0,25.19,0.0,74.81,0.29,0.07,0.0,0.22,0.25
40,2566,True,450.0,117.0,230.0,103.0,4031.0,26.0,51.11,22.89,0.16,0.04,0.08,0.04,0.0
39,2566,True,306.0,110.0,95.0,101.0,0.0,35.95,31.05,33.01,0.11,0.04,0.03,0.04,0.0
22,2566,True,864.0,477.0,180.0,207.0,16023.0,55.21,20.83,23.96,0.32,0.17,0.07,0.08,0.02
35,2566,True,872.0,510.0,145.0,217.0,4300.0,58.49,16.63,24.89,0.32,0.19,0.05,0.08,0.0
70,2566,True,1599.0,420.0,509.0,670.0,104336.0,26.27,31.83,41.9,0.58,0.15,0.19,0.24,0.1
71,2566,True,335.0,179.0,89.0,67.0,150.0,53.43,26.57,20.0,0.12,0.07,0.03,0.02,0.0
2,2566,True,3465.0,250.0,893.0,2322.0,20000000.0,7.22,25.77,67.01,1.26,0.09,0.33,0.85,20.0
60,2566,True,203.0,50.0,140.0,13.0,0.0,24.63,68.97,6.4,0.07,0.02,0.05,0.0,0.0
59,2566,True,996.0,221.0,765.0,10.0,15180.0,22.19,76.81,1.0,0.36,0.08,0.28,0.0,0.02
10,2566,True,642.0,190.0,304.0,148.0,226755.0,29.6,47.35,23.05,0.23,0.07,0.11,0.05,0.23
18,2566,True,462.0,200.0,0.0,262.0,191825.0,43.29,0.0,56.71,0.17,0.07,0.0,0.1,0.15
8,2566,True,185.0,51.0,60.0,74.0,21573.0,27.57,32.43,40.0,0.07,0.02,0.02,0.03,0.02
57,2566,True,837.0,400.0,193.0,244.0,82289.0,47.79,23.06,29.15,0.31,0.15,0.07,0.09,0.08
67,2566,True,1295.0,504.0,0.0,791.0,401015.0,38.92,0.0,61.08,0.47,0.18,0.0,0.29,0.4
21,2566,True,1223.0,800.0,66.0,357.0,775.0,65.41,5.4,29.19,0.45,0.29,0.02,0.13,0.0
51,2566,True,553.0,360.0,128.0,65.0,60000.0,65.1,23.15,11.75,0.2,0.13,0.05,0.02,0.06
31,2566,True,490.0,195.0,154.0,141.0,8060.0,39.8,31.43,28.78,0.18,0.07,0.06,0.05,0.01
27,2566,True,299.0,131.0,68.0,100.0,211005.0,43.81,22.74,33.44,0.11,0.05,0.02,0.04,0.21
26,2566,True,223.0,120.0,40.0,63.0,60000.0,53.81,17.94,28.25,0.08,0.04,0.01,0.02,0.06
29,2566,True,1452.0,700.0,413.0,339.0,1998.0,48.21,28.44,23.35,0.53,0.26,0.15,0.12,0.0
41,2566,True,416.0,266.0,75.0,75.0,0.0,63.94,18.03,18.03,0.15,0.1,0.03,0.03,0.0
48,2566,True,249.0,122.0,68.0,59.0,960.0,49.0,27.31,23.69,0.09,0.04,0.02,0.02,0.0
23,2566,True,1514.0,796.0,422.0,296.0,56273.0,52.58,27.87,19.55,0.55,0.29,0.15,0.11,0.06
6,2566,True,173.0,41.0,130.0,2.0,80000.0,23.7,75.14,1.16,0.06,0.01,0.05,0.0,0.08
45,2566,True,874.0,280.0,150.0,444.0,30000.0,32.04,17.16,50.8,0.32,0.1,0.05,0.16,0.03
38,2566,True,1475.0,300.0,750.0,425.0,450.0,20.34,50.85,28.81,0.54,0.11,0.27,0.16,0.0
61,2566,True,528.0,100.0,236.0,192.0,68821.0,18.94,44.7,36.36,0.19,0.04,0.09,0.07,0.07
54,2566,True,795.0,412.0,138.0,245.0,33000.0,51.82,17.36,30.82,0.29,0.15,0.05,0.09,0.03
30,2566,True,632.0,255.0,0.0,377.0,286589.0,40.35,0.0,59.65,0.23,0.09,0.0,0.14,0.29
42,2566,True,315.0,120.0,110.0,85.0,477.0,38.1,34.92,26.98,0.11,0.04,0.04,0.03,0.0
46,2566,True,215.0,55.0,40.0,120.0,0.0,25.58,18.6,55.81,0.08,0.02,0.01,0.04,0.0
64,2567,True,558.0,173.0,174.0,211.0,58307.0,31.0,31.18,37.81,0.2,0.06,0.06,0.08,0.06
1,2567,True,12847.0,3940.0,8907.0,0.0,0.0,30.67,69.33,0.0,4.69,1.44,3.25,0.0,0.0
56,2567,True,875.0,480.0,19.0,376.0,194417.0,54.86,2.17,42.97,0.32,0.18,0.01,0.14,0.19
34,2567,True,530.0,233.0,107.0,190.0,74136.0,43.96,20.19,35.85,0.19,0.09,0.04,0.07,0.07
49,2567,True,522.0,286.0,130.0,106.0,23015.0,54.79,24.9,20.31,0.19,0.1,0.05,0.04,0.02
28,2567,True,1390.0,542.0,568.0,280.0,68459.0,38.99,40.86,20.14,0.51,0.2,0.21,0.1,0.07
13,2567,True,550.0,33.0,42.0,475.0,706352.0,6.0,7.64,86.36,0.2,0.01,0.02,0.17,0.71
15,2567,True,683.0,161.0,330.0,192.0,116960.0,23.57,48.32,28.11,0.25,0.06,0.12,0.07,0.12
11,2567,True,3228.0,960.0,1848.0,420.0,130540.0,29.74,57.25,13.01,1.18,0.35,0.67,0.15,0.13
9,2567,True,330.0,161.0,77.0,92.0,26390.0,48.79,23.33,27.88,0.12,0.06,0.03,0.03,0.03
25,2567,True,971.0,447.0,38.0,486.0,104125.0,46.04,3.91,50.05,0.35,0.16,0.01,0.18,0.1
69,2567,True,517.0,224.0,53.0,240.0,112592.0,43.33,10.25,46.42,0.19,0.08,0.02,0.09,0.11
72,2567,True,655.0,215.0,200.0,240.0,20076.0,32.82,30.53,36.64,0.24,0.08,0.07,0.09,0.02
14,2567,True,215.0,58.0,91.0,66.0,42200.0,26.98,42.33,30.7,0.08,0.02,0.03,0.02,0.04
50,2567,True,719.0,364.0,197.0,158.0,10000.0,50.63,27.4,21.97,0.26,0.13,0.07,0.06,0.01
17,2567,True,242.0,127.0,11.0,104.0,9484.0,52.48,4.55,42.98,0.09,0.05,0.0,0.04,0.01
58,2567,True,1368.0,276.0,689.0,403.0,155253.0,20.18,50.37,29.46,0.5,0.1,0.25,0.15,0.16
36,2567,True,672.0,483.0,3.0,186.0,21135.0,71.88,0.45,27.68,0.25,0.18,0.0,0.07,0.02
19,2567,True,2562.0,1470.0,660.0,432.0,536950.0,57.38,25.76,16.86,0.94,0.54,0.24,0.16,0.54
63,2567,True,1120.0,528.0,20.0,572.0,1545172.0,47.14,1.79,51.07,0.41,0.19,0.01,0.21,1.55
47,2567,True,885.0,424.0,310.0,151.0,31779.0,47.91,35.03,17.06,0.32,0.15,0.11,0.06,0.03
3,2567,True,2085.0,475.0,1610.0,0.0,0.0,22.78,77.22,0.0,0.76,0.17,0.59,0.0,0.0
76,2567,True,777.0,403.0,112.0,262.0,24640.0,51.87,14.41,33.72,0.28,0.15,0.04,0.1,0.02
43,2567,True,240.0,125.0,64.0,51.0,218.0,52.08,26.67,21.25,0.09,0.05,0.02,0.02,0.0
77,2567,True,323.0,179.0,67.0,77.0,4312.0,55.42,20.74,23.84,0.12,0.07,0.02,0.03,0.0
20,2567,True,1310.0,650.0,131.0,529.0,15322.0,49.62,10.0,40.38,0.48,0.24,0.05,0.19,0.02
4,2567,True,2080.0,600.0,650.0,830.0,52645.0,28.85,31.25,39.9,0.76,0.22,0.24,0.3,0.05
62,2567,True,593.0,168.0,253.0,172.0,30495.0,28.33,42.66,29.01,0.22,0.06,0.09,0.06,0.03
16,2567,True,460.0,107.0,0.0,353.0,336188.0,23.26,0.0,76.74,0.17,0.04,0.0,0.13,0.34
74,2567,True,697.0,420.0,125.0,152.0,7369.0,60.26,17.93,21.81,0.25,0.15,0.05,0.06,0.01
5,2567,True,1120.0,260.0,200.0,660.0,520964.0,23.21,17.86,58.93,0.41,0.09,0.07,0.24,0.52
44,2567,True,250.0,124.0,30.0,96.0,7256.0,49.6,12.0,38.4,0.09,0.05,0.01,0.04,0.01
65,2567,True,307.0,100.0,77.0,130.0,132619.0,32.57,25.08,42.35,0.11,0.04,0.03,0.05,0.13
73,2567,True,512.0,287.0,0.0,225.0,92391.0,56.05,0.0,43.95,0.19,0.1,0.0,0.08,0.09
53,2567,True,296.0,119.0,85.0,92.0,93830.0,40.2,28.72,31.08,0.11,0.04,0.03,0.03,0.09
52,2567,True,802.0,485.0,261.0,56.0,0.0,60.47,32.54,6.98,0.29,0.18,0.1,0.02,0.0
66,2567,True,1000.0,97.0,903.0,0.0,0.0,9.7,90.3,0.0,0.37,0.04,0.33,0.0,0.0
32,2567,True,613.0,364.0,0.0,249.0,551316.0,59.38,0.0,40.62,0.22,0.13,0.0,0.09,0.55
37,2567,True,294.0,177.0,0.0,117.0,292243.0,60.2,0.0,39.8,0.11,0.06,0.0,0.04,0.29
75,2567,True,350.0,135.0,200.0,15.0,0.0,38.57,57.14,4.29,0.13,0.05,0.07,0.01,0.0
24,2567,True,403.0,204.0,74.0,125.0,168.0,50.62,18.36,31.02,0.15,0.07,0.03,0.05,0.0
68,2567,True,234.0,109.0,0.0,125.0,61427.0,46.58,0.0,53.42,0.09,0.04,0.0,0.05,0.06
12,2567,True,1602.0,390.0,1188.0,24.0,0.0,24.34,74.16,1.5,0.58,0.14,0.43,0.01,0.0
55,2567,True,882.0,268.0,332.0,282.0,87519.0,30.39,37.64,31.97,0.32,0.1,0.12,0.1,0.09
33,2567,True,985.0,541.0,103.0,341.0,46139.0,54.92,10.46,34.62,0.36,0.2,0.04,0.12,0.05
7,2567,True,774.0,213.0,0.0,561.0,238622.0,27.52,0.0,72.48,0.28,0.08,0.0,0.2,0.24
40,2567,True,435.0,96.0,246.0,93.0,4897.0,22.07,56.55,21.38,0.16,0.04,0.09,0.03,0.0
39,2567,True,303.0,138.0,132.0,33.0,0.0,45.54,43.56,10.89,0.11,0.05,0.05,0.01,0.0
22,2567,True,675.0,395.0,177.0,103.0,9953.0,58.52,26.22,15.26,0.25,0.14,0.06,0.04,0.01
35,2567,True,850.0,526.0,145.0,179.0,2147.0,61.88,17.06,21.06,0.31,0.19,0.05,0.07,0.0
70,2567,True,1596.0,604.0,642.0,350.0,125092.0,37.84,40.23,21.93,0.58,0.22,0.23,0.13,0.13
71,2567,True,370.0,203.0,110.0,57.0,0.0,54.86,29.73,15.41,0.14,0.07,0.04,0.02,0.0
2,2567,True,3177.0,417.0,1636.0,1124.0,20000000.0,13.13,51.5,35.38,1.16,0.15,0.6,0.41,20.0
60,2567,True,181.0,52.0,125.0,4.0,0.0,28.73,69.06,2.21,0.07,0.02,0.05,0.0,0.0
59,2567,True,1007.0,297.0,706.0,4.0,8693.0,29.49,70.11,0.4,0.37,0.11,0.26,0.0,0.01
10,2567,True,621.0,180.0,318.0,123.0,90417.0,28.99,51.21,19.81,0.23,0.07,0.12,0.04,0.09
18,2567,True,534.0,295.0,0.0,239.0,196513.0,55.24,0.0,44.76,0.19,0.11,0.0,0.09,0.2
8,2567,True,198.0,62.0,65.0,71.0,21593.0,31.31,32.83,35.86,0.07,0.02,0.02,0.03,0.02
57,2567,True,878.0,440.0,193.0,245.0,107749.0,50.11,21.98,27.9,,,,,
67,2567,True,1311.0,610.0,0.0,701.0,610632.0,46.53,0.0,53.47,0.48,0.22,0.0,0.26,0.61
21,2567,True,1377.0,935.0,70.0,372.0,452.0,67.9,5.08,27.02,0.5,0.34,0.03,0.14,0.0
51,2567,True,549.0,343.0,176.0,30.0,70000.0,62.48,32.06,5.46,0.2,0.13,0.06,0.01,0.07
31,2567,True,488.0,207.0,147.0,134.0,8248.0,42.42,30.12,27.46,0.18,0.08,0.05,0.05,0.01
27,2567,True,274.0,124.0,65.0,85.0,211006.0,45.26,23.72,31.02,0.1,0.05,0.02,0.03,0.21
26,2567,True,225.0,122.0,40.0,63.0,0.0,54.22,17.78,28.0,0.08,0.04,0.01,0.01,0.0
29,2567,True,1577.0,764.0,413.0,400.0,3682.0,48.45,26.19,25.36,0.58,0.28,0.15,0.15,0.0
41,2567,True,422.0,251.0,78.0,93.0,0.0,59.48,18.48,22.04,0.15,0.09,0.03,0.03,0.0
48,2567,True,210.0,107.0,60.0,43.0,3500.0,50.95,28.57,20.48,0.08,0.04,0.02,0.02,0.0
23,2567,True,1523.0,901.0,348.0,274.0,56288.0,59.16,22.85,17.99,0.56,0.33,0.13,0.1,0.06
6,2567,True,210.0,50.0,130.0,30.0,70000.0,23.81,61.9,14.29,0.08,0.02,0.05,0.01,0.07
45,2567,True,940.0,535.0,260.0,145.0,20000.0,56.91,27.66,15.43,0.34,0.2,0.09,0.05,0.02
38,2567,True,1635.0,562.0,750.0,323.0,450.0,34.37,45.87,19.76,0.6,0.21,0.27,0.12,0.0
61,2567,True,469.0,110.0,245.0,114.0,45284.0,23.45,52.24,24.31,0.17,0.04,0.09,0.04,0.05
54,2567,True,907.0,454.0,172.0,281.0,32000.0,50.06,18.96,30.98,0.33,0.17,0.06,0.1,0.03
30,2567,True,655.0,271.0,1.0,383.0,344883.0,41.37,0.15,58.47,0.24,0.1,0.0,0.14,0.34
42,2567,True,290.0,100.0,121.0,69.0,525.0,34.48,41.72,23.79,0.11,0.04,0.04,0.03,0.0
46,2567,True,214.0,70.0,40.0,104.0,0.0,32.71,18.69,48.6,0.08,0.03,0.01,0.04,0.0
64,2568,True,566.0,173.0,213.0,180.0,52110.0,30.57,37.63,31.8,0.21,0.06,0.08,0.07,0.05
1,2568,True,13254.0,3592.0,9662.0,0.0,0.0,27.1,72.9,0.0,4.84,1.31,3.53,0.0,0.0
56,2568,True,876.0,396.0,76.0,404.0,256547.0,45.21,8.68,46.12,0.32,0.14,0.03,0.15,0.26
34,2568,True,591.0,261.0,112.0,218.0,101790.0,44.16,18.95,36.89,0.22,0.1,0.04,0.08,0.1
49,2568,True,571.0,320.0,120.0,131.0,2400.0,56.04,21.02,22.94,0.21,0.12,0.04,0.05,0.0
28,2568,True,1430.0,530.0,568.0,332.0,53406.0,37.06,39.72,23.22,0.52,0.19,0.21,0.12,0.05
13,2568,True,616.0,150.0,43.0,423.0,1006251.0,24.35,6.98,68.67,0.22,0.05,0.02,0.15,1.01
15,2568,True,710.0,156.0,350.0,204.0,125584.0,21.97,49.3,28.73,0.26,0.06,0.13,0.07,0.13
11,2568,True,3520.0,863.0,2130.0,527.0,877238.0,24.52,60.51,14.97,1.28,0.31,0.78,0.19,0.88
9,2568,True,342.0,183.0,108.0,51.0,36742.0,53.51,31.58,14.91,0.12,0.07,0.04,0.02,0.04
25,2568,True,1019.0,451.0,38.0,530.0,308279.0,44.26,3.73,52.01,0.37,0.16,0.01,0.19,0.31
69,2568,True,512.0,290.0,0.0,222.0,164511.0,56.64,0.0,43.36,0.19,0.11,0.0,0.08,0.16
72,2568,True,655.0,286.0,148.0,221.0,18634.0,43.66,22.6,33.74,0.24,0.1,0.05,0.08,0.02
14,2568,True,214.0,98.0,76.0,40.0,66850.0,45.79,35.51,18.69,0.08,0.04,0.03,0.01,0.07
